:START_ID,:TYPE,:END_ID,annotator,line_id,line_text,detail
1,IS_CAPITAL_OF,2,3,1,https://archive.org/details/dli.ernet.199817/,1.5.6 
1,IS_SITUTATED_ON_THE_BANKS_OF,3,3,1,https://archive.org/details/dli.ernet.199817/,1.5.5
1,IS_DEVELOPED_BY,6,3,1,https://archive.org/details/dli.ernet.199817/,1.5.9
1,IS_ESTABLISHED_BY,20,3,1,https://archive.org/details/dli.ernet.199817/,1.5.6
1,HAS_LENGTH,86,3,1,https://archive.org/details/dli.ernet.199817/,1.5.7
1,HAS_BREADTH,87,3,1,https://archive.org/details/dli.ernet.199817/,
1,HAD,90,3,1,https://archive.org/details/dli.ernet.199817/,1.5.8
1,IS_REACHED_BY,97,3,1,https://archive.org/details/dli.ernet.199817/,1.5.10
1,IS_PRAISED_BY,98,3,1,https://archive.org/details/dli.ernet.199817/,1.5.11
1,IS_PRAISED_BY,99,3,1,https://archive.org/details/dli.ernet.199817/,1.5.11
1,HAD,100,3,1,https://archive.org/details/dli.ernet.199817/,1.5.11
1,HAS_A_SHAPE_OF,126,3,1,https://archive.org/details/dli.ernet.199817/,1.5.16
2,IS_SITUTATED_ON_THE_BANKS_OF,3,3,1,https://archive.org/details/dli.ernet.199817/,1.5.5
4,IS_FATHER_OF,45,3,1,https://archive.org/details/dli.ernet.199817/,1.70.38
5,WENT_TO,1,3,1,https://archive.org/details/dli.ernet.199817/,1.1.86
5,RETURNED_TO,1,3,1,https://archive.org/details/dli.ernet.199817/,1.1.86
6,IS_KNOWN_AS,70,3,1,https://archive.org/details/dli.ernet.199817/,
14,IS_A_CONUSELLOR_OF,6,3,1,https://archive.org/details/dli.ernet.199817/,1.7.3
19,IS_FATHER_OF,53,3,1,https://archive.org/details/dli.ernet.199817/,1.70.41
20,IS_FATHER_OF,25,3,1,https://archive.org/details/dli.ernet.199817/,1.70.21
20,IS_KNOWN_AS,66,3,1,https://archive.org/details/dli.ernet.199817/,1.70.20
20,IS_KNOWN_AS,85,3,1,https://archive.org/details/dli.ernet.199817/,1.5.6
21,IS_FATHER_OF,22,3,1,https://archive.org/details/dli.ernet.199817/,1.70.20
22,IS_FATHER_OF,24,3,1,https://archive.org/details/dli.ernet.199817/,1.70.20
24,IS_FATHER_OF,20,3,1,https://archive.org/details/dli.ernet.199817/,1.70.20
25,IS_FATHER_OF,26,3,1,https://archive.org/details/dli.ernet.199817/,1.70.21;1.70.22
26,IS_FATHER_OF,27,3,1,https://archive.org/details/dli.ernet.199817/,1.70.22
27,IS_FATHER_OF,28,3,1,https://archive.org/details/dli.ernet.199817/,1.70.23
28,IS_FATHER_OF,29,3,1,https://archive.org/details/dli.ernet.199817/,1.70.23
29,IS_FATHER_OF,30,3,1,https://archive.org/details/dli.ernet.199817/,1.70.24
30,IS_FATHER_OF,65,3,1,https://archive.org/details/dli.ernet.199817/,1.70.24
32,IS_FATHER_OF,33,3,1,https://archive.org/details/dli.ernet.199817/,1.70.25
32,IS_FATHER_OF,34,3,1,https://archive.org/details/dli.ernet.199817/,1.70.25
33,IS_FATHER_OF,34,3,1,https://archive.org/details/dli.ernet.199817/,1.70.25
34,IS_FATHER_OF,35,3,1,https://archive.org/details/dli.ernet.199817/,1.70.26
34,IS_KNOWN_AS,71,3,1,https://archive.org/details/dli.ernet.199817/,1.7025
35,IS_FATHER_OF,36,3,1,https://archive.org/details/dli.ernet.199817/,1.70.26
35,IS_FATHER_OF,37,3,1,https://archive.org/details/dli.ernet.199817/,1.70.26
36,IS_BROTHER_OF,37,3,1,https://archive.org/details/dli.ernet.199817/,1.70.26
36,IS_FATHER_OF,38,3,1,https://archive.org/details/dli.ernet.199817/,1.70.27
38,IS_FATHER_OF,39,3,1,https://archive.org/details/dli.ernet.199817/,1.70.27
39,IS_ENEMY_OF,40,3,1,https://archive.org/details/dli.ernet.199817/,1.70.28
39,IS_ENEMY_OF,41,3,1,https://archive.org/details/dli.ernet.199817/,1.70.28
39,IS_ENEMY_OF,42,3,1,https://archive.org/details/dli.ernet.199817/,1.70.28
39,IS_FATHER_OF,43,3,1,https://archive.org/details/dli.ernet.199817/,1.70.37
43,IS_POISONED_BY,76,3,1,https://archive.org/details/dli.ernet.199817/,1.70.31
43,IS_FATHER_OF,78,3,1,https://archive.org/details/dli.ernet.199817/,1.70.38
45,IS_FATHER_OF,46,3,1,https://archive.org/details/dli.ernet.199817/,1.70.39
46,IS_FATHER_OF,47,3,1,https://archive.org/details/dli.ernet.199817/,1.70.39
47,IS_FATHER_OF,82,3,1,https://archive.org/details/dli.ernet.199817/,1.70.39
49,IS_KNOWN_AS,50,3,1,https://archive.org/details/dli.ernet.199817/,1.70.40
49,IS_FATHER_OF,51,3,1,https://archive.org/details/dli.ernet.199817/,1.70.40
49,BECAME,80,3,1,https://archive.org/details/dli.ernet.199817/,1.70.39
51,IS_FATHER_OF,52,3,1,https://archive.org/details/dli.ernet.199817/,1.70.40
52,IS_FATHER_OF,19,3;4,1,https://archive.org/details/dli.ernet.199817/,"1.70.40;1.70.40,41"
53,IS_FATHER_OF,54,3,1,https://archive.org/details/dli.ernet.199817/,1.70.41
54,IS_FATHER_OF,55,3,1,https://archive.org/details/dli.ernet.199817/,1.70.41
55,IS_FATHER_OF,56,3,1,https://archive.org/details/dli.ernet.199817/,1.70.41
56,IS_FATHER_OF,57,3,1,https://archive.org/details/dli.ernet.199817/,1.70.42
57,IS_FATHER_OF,58,3,1,https://archive.org/details/dli.ernet.199817/,1.70.42
58,IS_FATHER_OF,59,3,1,https://archive.org/details/dli.ernet.199817/,1.70.42
59,IS_FATHER_OF,60,3,1,https://archive.org/details/dli.ernet.199817/,1.70.43
60,IS_FATHER_OF,6,3,1,https://archive.org/details/dli.ernet.199817/,1.70.43
61,IS_KNOWN_AS,70,3,1,https://archive.org/details/dli.ernet.199817/,
61,IS_REAL_NAME_OF,70,3,1,https://archive.org/details/dli.ernet.199817/,
64,IS_FATHER_OF,21,3,1,https://archive.org/details/dli.ernet.199817/,1.70.20
65,IS_FATHER_OF,32,3,1,https://archive.org/details/dli.ernet.199817/,1.70.24
70,IS_FATHER_OF,5,3,1,https://archive.org/details/dli.ernet.199817/,1.70.43
70,IS_FATHER_OF,62,3,1,https://archive.org/details/dli.ernet.199817/,1.70.43
72,IS_WIFE_OF,39,3,1,https://archive.org/details/dli.ernet.199817/,1.70.33
72,IS_MOTHER_OF,43,3,1,https://archive.org/details/dli.ernet.199817/,1.70.37
72,MET_WITH,73,3,1,https://archive.org/details/dli.ernet.199817/,1.70.32
72,IS_COWIFE_OF,76,3,1,https://archive.org/details/dli.ernet.199817/,
72,MET_AT,77,3,1,https://archive.org/details/dli.ernet.199817/,1.70.32
73,BELONGED_TO,74,3,1,https://archive.org/details/dli.ernet.199817/,1.70.37
73,MET_AT,77,3,1,https://archive.org/details/dli.ernet.199817/,1.70.32
78,IS_FATHER_OF,4,3,1,https://archive.org/details/dli.ernet.199817/,1.70.38
82,IS_FATHER_OF,49,3,1,https://archive.org/details/dli.ernet.199817/,1.70.39
83,IS_QUALITY_OF,49,3,1,https://archive.org/details/dli.ernet.199817/,1.70.39
83,IS_QUALITY_OF,80,3,1,https://archive.org/details/dli.ernet.199817/,
84,IS_QUALITY_OF,2,3,1,https://archive.org/details/dli.ernet.199817/,1.5.5
88,IS_QUALITY_OF,87,3,1,https://archive.org/details/dli.ernet.199817/,1.5.7
91,IS_QUALITY_OF,1,3,1,https://archive.org/details/dli.ernet.199817/,1.5.10
92,IS_QUALITY_OF,1,3,1,https://archive.org/details/dli.ernet.199817/,1.5.10
93,IS_QUALITY_OF,1,3,1,https://archive.org/details/dli.ernet.199817/,1.5.10
94,IS_QUALITY_OF,90,3,1,https://archive.org/details/dli.ernet.199817/,1.5.8
95,IS_QUALITY_OF,90,3,1,https://archive.org/details/dli.ernet.199817/,1.5.8
96,IS_QUALITY_OF,90,3,1,https://archive.org/details/dli.ernet.199817/,1.5.8
100,HAD,102,3,1,https://archive.org/details/dli.ernet.199817/,1.5.11
103,IS_QUALITY_OF,1,3,1,https://archive.org/details/dli.ernet.199817/,1.5.11
127,FOUGHT_WITH,123,3,1,https://archive.org/details/dli.ernet.199817/,5.46.29-32
127,IS_A_GENERAL_OF,128,3,1,https://archive.org/details/dli.ernet.199817/,5.46.1-17;6.60.71
127,IS_KILLED_BY,132,3,1,https://archive.org/details/dli.ernet.199817/,6.76.28-33
5,HAS_TRAVELLED_TO,1,4,1,https://archive.org/details/dli.ernet.199817/,1.1.86
5,WAS_APPROACHED_TO_BE_THE_KING_BY,10,4,1,https://archive.org/details/dli.ernet.199817/,1.1.33-36
5,FORMED_AN_ACQUAINTANCE_WITH,123,4,1,https://archive.org/details/dli.ernet.199817/,1.1.58
5,BURNT_THE_CARCASS_OF,190,4,1,https://archive.org/details/dli.ernet.199817/,1.1.54
5,DID_INQUIRE_ABOUT,218,4,1,https://archive.org/details/dli.ernet.199817/,3.64.6-11
5,IS_DIRECTED_BY,330,4,1,https://archive.org/details/dli.ernet.199817/,1.1.55-56
5,IS_DIRECTED_TO,331,4,1,https://archive.org/details/dli.ernet.199817/,1.1.55-56
5,WAS_ATTACKED_BY,333,4,1,https://archive.org/details/dli.ernet.199817/,3.26.27-28
5,DID_INQUIRE_TO,462,4,1,https://archive.org/details/dli.ernet.199817/,3.64.6-11
5,SET_UP_HIS_ABODE_AT,493,4,1,https://archive.org/details/dli.ernet.199817/,1.1.31
5,HAS_TRAVELLED_BY,558,4,1,https://archive.org/details/dli.ernet.199817/,1.1.86
